physician_id,first_name,last_name,specialty,state,years_practice,med_school_tier
NPI3011001550,John,Patel,Internal Medicine,TX,21,Other
NPI1338002410,Mary,Wang,Family Medicine,PA,36,Other
NPI7370427736,Jessica,White,Internal Medicine,IL,15,Other
NPI5940831464,Fatima,Thompson,Internal Medicine,IN,19,Other
NPI7515345515,Barbara,Chen,Gastroenterology,NJ,3,Top 50
NPI1788606202,Barbara,Wilson,Psychiatry,NJ,7,Other
NPI9959735610,Robert,Wang,Family Medicine,WA,31,Top 50
NPI9949137101,William,Kim,Family Medicine,IL,13,Top 20
NPI5184998429,William,Garcia,Oncology,MA,4,Other
NPI8794528435,Linda,Jones,Neurology,CA,12,Top 50
NPI3192117002,David,Murphy,Pulmonology,FL,14,Other
NPI7638095450,William,Murphy,Pulmonology,IN,28,Other
NPI8913032710,Wei,Clark,Family Medicine,AZ,4,Other
NPI8331996393,David,Brown,Family Medicine,NY,2,Other
NPI8305966703,Ahmed,Murphy,Oncology,NC,29,Other
NPI5167239688,Charles,Singh,Psychiatry,TX,6,Other
NPI8379909529,Lisa,Chen,Oncology,AZ,17,Other
NPI7216343316,Karen,Moore,Neurology,TN,27,Other
NPI2192062583,Anita,Jackson,Rheumatology,IL,21,Other
NPI2027659636,Linda,Thomas,Family Medicine,GA,5,Top 50
NPI7947299222,Michelle,Smith,Family Medicine,PA,29,Top 20
NPI6629176798,Michael,Jackson,Family Medicine,GA,2,Top 50
NPI5674385054,Robert,Davis,Internal Medicine,IL,10,Other
NPI9165356116,Carlos,Miller,Internal Medicine,PA,5,Top 50
NPI6936313211,Raj,Johnson,Orthopedic Surgery,NC,20,Other
NPI4565320705,John,Hernandez,Family Medicine,MO,27,Other
NPI4725386273,Karen,Johnson,Internal Medicine,TN,26,Other
NPI6447199246,Sarah,Singh,Rheumatology,IL,6,Other
NPI7842477561,Michael,Murphy,General Surgery,MD,14,Other
NPI6079179761,Sarah,Wang,Family Medicine,PA,6,Other
NPI5578847939,Wei,Martinez,Dermatology,MD,14,Other
NPI7542106323,Karen,Jones,Pulmonology,OH,9,Top 50
NPI7347380948,Sarah,Jackson,Psychiatry,NJ,29,Other
NPI8473121564,Raj,Patel,Neurology,PA,30,Top 50
NPI1562966076,Michael,Smith,Cardiology,TN,32,Top 50
NPI7794569187,Charles,Singh,Emergency Medicine,OH,8,Top 50
NPI5623844058,Barbara,Hernandez,Family Medicine,MO,1,Other
NPI1672238080,Michelle,Wang,Pulmonology,TX,2,Other
NPI7111090252,Linda,Williams,Psychiatry,NJ,33,Top 20
NPI7448861745,Raj,Thomas,Cardiology,NY,36,Other
NPI5712644525,Charles,Hernandez,Cardiology,MO,9,Top 50
NPI8144190798,Michael,Johnson,Neurology,NC,35,Top 50
NPI3702232977,Ahmed,Kim,Rheumatology,AZ,21,Top 50
NPI2817164966,Linda,O'Brien,Cardiology,MO,8,Top 50
NPI4156605565,Linda,Martin,Orthopedic Surgery,NJ,13,Other
NPI4690454619,David,Taylor,Dermatology,TX,11,Top 20
NPI7263402420,Wei,White,Endocrinology,PA,30,Top 50
NPI8609679440,Susan,Anderson,Oncology,PA,8,Top 20
NPI7488263709,Karen,Anderson,Cardiology,MD,8,Other
NPI2565888031,Thomas,Nguyen,General Surgery,MD,29,Other
NPI4295953762,Jennifer,Lee,Family Medicine,MI,12,Other
NPI2425723420,Michael,Davis,Gastroenterology,MO,10,Other
NPI7180517795,Barbara,Thomas,Family Medicine,PA,32,Other
NPI3233546903,Michael,Singh,Psychiatry,AZ,37,Top 50
NPI5728482395,Anita,Jackson,Family Medicine,GA,22,Top 20
NPI8126468587,Susan,Williams,Internal Medicine,PA,33,Other
NPI7038453473,Richard,Singh,General Surgery,IL,33,Top 50
NPI3685365915,Wei,Nguyen,Endocrinology,NC,23,Other
NPI3995800755,Fatima,Wilson,Rheumatology,OH,33,Other
NPI6880278578,Wei,Rodriguez,Emergency Medicine,PA,1,Top 50
NPI5945209743,Thomas,Rodriguez,Emergency Medicine,OH,2,Other
NPI1867541387,Michelle,Clark,Dermatology,FL,35,Top 50
NPI8865924302,Raj,Taylor,Internal Medicine,WI,6,Top 20
NPI5613519231,Michael,O'Brien,Psychiatry,GA,29,Other
NPI5260249118,Robert,Wang,Gastroenterology,FL,17,Other
NPI2785954029,Susan,Murphy,Family Medicine,VA,31,Top 20
NPI4392944370,Elena,Martin,Internal Medicine,MO,26,Top 20
NPI3995423760,Kevin,Wilson,General Surgery,GA,3,Top 20
NPI3436621145,Priya,Miller,Oncology,IN,14,Top 20
NPI6106659171,Wei,Rodriguez,Psychiatry,WA,28,Top 20
NPI5160478242,Linda,Jackson,Emergency Medicine,MA,36,Top 50
NPI9002779166,Karen,O'Brien,Psychiatry,IL,32,Other
NPI9472095792,Jennifer,Martin,Family Medicine,CA,35,Other
NPI2975260862,Thomas,Martin,Family Medicine,OH,38,Other
NPI1900948858,Jennifer,Williams,Family Medicine,MD,35,Other
NPI8068037962,John,Thomas,Internal Medicine,TN,23,Other
NPI9953752631,Michelle,Martin,General Surgery,TN,14,Other
NPI8772400627,Raj,Brown,Dermatology,MO,20,Other
NPI1213276619,Wei,Jones,Family Medicine,GA,32,Other
NPI3261371956,Charles,Lee,Family Medicine,OH,17,Other
NPI1390080493,Linda,Davis,Gastroenterology,MD,33,Other
NPI8387014392,Karen,Kim,Cardiology,VA,28,Other
NPI6232662786,Ahmed,Hernandez,Endocrinology,IL,9,Top 50
NPI5623466869,Thomas,Thomas,Oncology,IL,36,Top 20
NPI5990048937,William,Brown,Orthopedic Surgery,MO,34,Other
NPI3272061328,Susan,Thomas,Internal Medicine,TX,24,Top 20
NPI6414745321,Elena,Martin,Neurology,TX,8,Top 50
NPI1276002806,Linda,Lee,Family Medicine,MA,9,Top 20
NPI6814105515,Kevin,Wilson,Psychiatry,CA,33,Top 50
NPI7609904470,Ahmed,Smith,Cardiology,NY,1,Other
NPI7057236372,Raj,Rodriguez,Oncology,WI,19,Top 50
NPI3989057664,Sarah,Rodriguez,Endocrinology,NC,25,Top 50
NPI8436366235,Michael,O'Brien,Internal Medicine,MA,10,Other
NPI7439895973,Mary,Wilson,Internal Medicine,MI,34,Top 50
NPI2154675906,Thomas,Thompson,Internal Medicine,TX,21,Other
NPI2756297984,Susan,Jones,Family Medicine,NY,3,Other
NPI6733975717,Patricia,O'Brien,Internal Medicine,TN,13,Top 20
NPI3604745201,Anita,Smith,Emergency Medicine,TX,16,Other
NPI2074896472,Michelle,Moore,Family Medicine,VA,9,Top 20
NPI2394720938,Susan,Singh,General Surgery,OH,37,Other
NPI2490554624,Wei,Kim,Emergency Medicine,GA,15,Other
NPI5300118160,Richard,Singh,Cardiology,WI,20,Other
NPI6466469080,Joseph,Moore,Neurology,WA,21,Top 50
NPI2587620473,Charles,Williams,Gastroenterology,WA,9,Other
NPI7412469492,Richard,Smith,Neurology,GA,23,Other
NPI3529113467,Carlos,Jones,Oncology,GA,14,Other
NPI3804023245,Jennifer,Johnson,Oncology,AZ,1,Top 50
NPI3011487589,Wei,Hernandez,Cardiology,CA,16,Other
NPI8066855222,Michelle,Johnson,Rheumatology,PA,23,Top 50
NPI9638324495,Elena,Garcia,Emergency Medicine,WA,5,Top 20
NPI5432498637,Mary,Thomas,Emergency Medicine,WA,31,Other
NPI1378275772,Patricia,Nguyen,Cardiology,TX,26,Other
NPI3345123847,Charles,Patel,Orthopedic Surgery,TN,13,Top 50
NPI2422452619,Anita,Johnson,Family Medicine,NJ,24,Other
NPI8584860562,Elena,O'Brien,Gastroenterology,PA,12,Other
NPI1763685886,Anita,Martin,Cardiology,TN,26,Other
NPI9698286165,Robert,Anderson,Pulmonology,WI,7,Other
NPI6296623989,Sarah,Taylor,Dermatology,NC,24,Other
NPI5659658083,Priya,Singh,Internal Medicine,IL,3,Other
NPI8626155600,Charles,Hernandez,Cardiology,IL,1,Top 20
NPI1247928591,Fatima,Davis,Dermatology,VA,10,Top 20
NPI7994374743,Michael,Thomas,Internal Medicine,CA,7,Other
NPI2049436410,Jessica,Williams,Rheumatology,MI,20,Top 50
NPI8567002889,Jessica,Jones,Pulmonology,CA,7,Top 50
NPI5762585972,Kevin,Martinez,Psychiatry,CA,10,Other
NPI1550164621,Michael,Miller,Family Medicine,NC,4,Top 50
NPI8499205348,Barbara,Anderson,Oncology,MA,35,Top 50
NPI1245827053,James,Johnson,Cardiology,MO,29,Other
NPI2245336235,Robert,Thompson,Emergency Medicine,TX,9,Top 50
NPI8180420713,Michelle,Brown,Family Medicine,PA,5,Other
NPI5183840114,Elena,Miller,Internal Medicine,NC,34,Top 20
NPI8932498338,Linda,Clark,Family Medicine,VA,27,Other
NPI6718863454,Priya,Smith,Emergency Medicine,WI,35,Top 50
NPI6611758788,Karen,Wilson,Internal Medicine,AZ,7,Other
NPI3630115954,Anita,Jackson,Gastroenterology,NJ,14,Top 20
NPI2203124711,Barbara,Martinez,Orthopedic Surgery,TX,5,Top 50
NPI9650551517,Michelle,Martinez,Dermatology,TX,17,Other
NPI1943179202,Susan,Brown,Emergency Medicine,NY,7,Top 50
NPI5761095400,Priya,Thomas,Dermatology,AZ,1,Other
NPI3453117317,Susan,Nguyen,Pulmonology,OH,20,Top 50
NPI3377265971,Wei,Lee,Internal Medicine,PA,39,Top 50
NPI6351275973,David,O'Brien,General Surgery,AZ,26,Top 50
NPI8181407053,Elena,Patel,Rheumatology,IN,30,Other
NPI7994615344,Lisa,Chen,Rheumatology,NC,32,Top 50
NPI8819215201,William,Thomas,Gastroenterology,MO,38,Top 50
NPI3636124640,Kevin,Thompson,Emergency Medicine,MA,6,Other
NPI5191762434,Priya,Lee,Orthopedic Surgery,MA,10,Top 50
NPI1084011158,Richard,Wang,Endocrinology,MO,25,Other
NPI7721718607,Robert,Jackson,Oncology,NY,33,Other
NPI3721088008,Michelle,Thomas,Family Medicine,TN,31,Other
NPI6053441798,Ahmed,Williams,Family Medicine,WI,29,Other
NPI2523702538,Wei,Singh,Family Medicine,WI,13,Top 50
NPI8374595563,Carlos,Hernandez,Internal Medicine,VA,15,Other
NPI8355449972,Charles,Chen,Cardiology,TN,4,Other
NPI8897076231,Michael,Patel,General Surgery,MO,13,Top 50
NPI1413432973,Linda,Smith,Oncology,MO,7,Other
NPI9932128386,John,White,Pulmonology,MO,37,Other
NPI3230014729,Mary,Moore,Psychiatry,IN,4,Other
NPI3784903174,Priya,Davis,Cardiology,GA,15,Top 50
NPI3244021562,Elena,Davis,Internal Medicine,MA,35,Other
NPI3407794285,Robert,White,Internal Medicine,NC,38,Other
NPI5973952204,Karen,Williams,Emergency Medicine,IN,15,Other
NPI3158294898,Patricia,Thompson,Internal Medicine,IN,19,Top 50
NPI4543941802,Richard,Singh,Endocrinology,MD,21,Top 50
NPI6900459241,Fatima,Williams,Pulmonology,VA,33,Top 50
NPI8524235831,Carlos,Smith,Emergency Medicine,MI,30,Top 20
NPI7234673501,Kevin,Johnson,Internal Medicine,NY,21,Other
NPI6348905602,Barbara,Kim,Cardiology,WA,15,Top 20
NPI2329557062,Kevin,Singh,Internal Medicine,VA,15,Top 50
NPI8345040413,Fatima,Clark,Cardiology,NJ,26,Other
NPI1335473991,David,Smith,Internal Medicine,AZ,33,Other
NPI3377724968,Barbara,Moore,Psychiatry,MO,3,Top 50
NPI1513530252,Patricia,Johnson,Pulmonology,FL,30,Other
NPI7006860779,Anita,Taylor,Rheumatology,NC,19,Top 50
NPI4315339742,Michael,Martinez,Psychiatry,MA,6,Other
NPI6868436348,William,Thompson,Internal Medicine,IN,4,Top 20
NPI4123278633,Richard,O'Brien,General Surgery,TN,14,Other
NPI5101666576,Robert,Wang,Psychiatry,TN,10,Other
NPI5121649091,Carlos,Johnson,Gastroenterology,MO,5,Top 50
NPI1410225882,Wei,Davis,Emergency Medicine,WI,12,Other
NPI4872038736,Robert,Wilson,Family Medicine,WA,33,Top 50
NPI6769579267,Robert,Davis,Internal Medicine,PA,28,Other
NPI5914470214,James,Anderson,Internal Medicine,VA,9,Top 50
NPI1677553896,Kevin,Thompson,Oncology,MA,27,Other
NPI7012503870,Jessica,Nguyen,Emergency Medicine,FL,18,Other
NPI3779764793,Lisa,Rodriguez,Family Medicine,TN,30,Other
NPI1129913224,Robert,Kim,General Surgery,NJ,10,Top 20
NPI2400360013,Michael,Wilson,Rheumatology,MD,3,Other
NPI5478036915,Thomas,Garcia,Internal Medicine,PA,13,Other
NPI3793614930,Michael,Taylor,Family Medicine,MD,39,Top 50
NPI7249447123,Charles,Chen,Neurology,NC,22,Other
NPI3165881279,Anita,Clark,Neurology,VA,3,Top 20
NPI7955165515,Barbara,Taylor,Oncology,AZ,39,Top 50
NPI3578294632,Charles,Garcia,Internal Medicine,VA,33,Other
NPI6587773367,Anita,Smith,Orthopedic Surgery,MD,22,Top 50
NPI8192947421,Raj,Williams,Internal Medicine,NY,29,Top 50
NPI4470005157,James,White,Pulmonology,MA,8,Other
NPI1421244476,Patricia,Lee,Internal Medicine,WI,24,Other
NPI5819009688,Michelle,White,Internal Medicine,PA,36,Top 20
NPI9958681552,Anita,Smith,Endocrinology,IL,18,Top 50
NPI9720926796,Barbara,Hernandez,Endocrinology,MI,2,Other
NPI2989199745,Sarah,Garcia,Endocrinology,MA,30,Other
NPI7801268584,Karen,Anderson,Oncology,WI,29,Other
NPI4104566486,Wei,Thompson,Emergency Medicine,TN,29,Other
NPI2442452321,Ahmed,Wilson,Endocrinology,TN,26,Other
NPI6993232304,Susan,White,Oncology,NC,6,Other
NPI5507818565,Raj,Wilson,Family Medicine,WA,5,Top 50
NPI5853075018,Mary,Jackson,Cardiology,PA,31,Top 50
NPI8446533959,James,Hernandez,Psychiatry,MI,34,Top 50
NPI4028893082,Kevin,Taylor,Internal Medicine,NY,4,Top 50
NPI7003852835,Jennifer,Brown,Neurology,CA,23,Top 50
NPI4295723202,Michelle,Lee,Cardiology,MO,20,Other
NPI1384515069,William,Clark,Emergency Medicine,IN,14,Top 50
NPI4402135965,David,White,Oncology,NJ,26,Top 50
NPI9550310167,James,Nguyen,Gastroenterology,CA,36,Other
NPI5349362338,Kevin,Wang,Oncology,TX,33,Other
NPI1974073931,David,Johnson,Cardiology,FL,6,Top 50
NPI7190441463,Jennifer,Chen,Dermatology,MA,19,Other
NPI9670414146,Joseph,Davis,Neurology,PA,37,Other
NPI9171507217,Robert,White,General Surgery,IL,10,Other
NPI6147647539,Fatima,Clark,Oncology,MO,34,Other
NPI4386526698,John,Murphy,Neurology,MO,20,Other
NPI6226099016,Joseph,Thomas,Dermatology,TN,21,Top 50
NPI8343379558,Susan,Singh,Neurology,OH,10,Other
NPI8751136077,Mary,Thompson,Family Medicine,VA,36,Top 20
NPI8369594963,Mary,Brown,Neurology,PA,21,Other
NPI5099287405,Sarah,Davis,Neurology,MO,23,Other
NPI2069721906,Susan,Rodriguez,Emergency Medicine,TX,19,Top 50
NPI6122560840,Patricia,O'Brien,Family Medicine,MA,4,Other
NPI2407859452,Robert,Murphy,Family Medicine,NJ,31,Top 50
NPI1548625005,Carlos,Taylor,General Surgery,TN,13,Top 50
NPI5488010500,Priya,Martinez,Endocrinology,MI,10,Other
NPI6898361049,Charles,Wang,Orthopedic Surgery,NY,31,Top 50
NPI8687325756,Elena,Smith,Oncology,TN,8,Other
NPI8045519984,John,Murphy,Internal Medicine,WA,27,Top 50
NPI8715164613,Wei,Thompson,Orthopedic Surgery,MI,19,Other
NPI7840618936,Ahmed,Thompson,Internal Medicine,GA,32,Top 50
NPI7329154571,Michael,Hernandez,Internal Medicine,OH,2,Top 50
NPI1091238122,Thomas,Clark,Psychiatry,MI,31,Other
NPI6634920805,Fatima,Nguyen,General Surgery,IL,9,Other
NPI2084336237,Charles,Johnson,Gastroenterology,IL,34,Top 50
NPI1528004190,Linda,Jackson,Family Medicine,IL,14,Other
NPI2407709368,Lisa,Singh,Internal Medicine,CA,1,Top 50
NPI8409629452,Ahmed,Williams,Emergency Medicine,MD,20,Top 20
NPI7694644537,James,Nguyen,Internal Medicine,PA,3,Other
NPI9538951645,Karen,Davis,Internal Medicine,NY,11,Other
NPI9810786326,Sarah,Jackson,Family Medicine,NY,28,Other
NPI9039555876,Susan,Murphy,Rheumatology,WI,22,Other
NPI2196334458,Mary,Moore,Gastroenterology,MI,28,Other
NPI8905444667,John,Johnson,General Surgery,OH,35,Top 50
NPI8547734212,Ahmed,Smith,Orthopedic Surgery,NC,19,Top 50
NPI8839772737,Carlos,Nguyen,Internal Medicine,TX,22,Top 20
NPI2365170553,Richard,O'Brien,Family Medicine,OH,3,Other
NPI2051126449,Kevin,Wilson,Oncology,PA,12,Top 20
NPI9314279915,Anita,Rodriguez,Internal Medicine,IN,29,Other
NPI2564439842,Lisa,Hernandez,Family Medicine,TX,3,Other
NPI4317595579,Karen,Johnson,Family Medicine,NC,15,Other
NPI5103863644,Kevin,Jackson,Internal Medicine,TN,6,Top 20
NPI2119982750,Charles,Clark,Rheumatology,IN,34,Top 50
NPI1185708592,Kevin,Davis,Orthopedic Surgery,NJ,22,Other
NPI9946814226,Michelle,Rodriguez,Cardiology,PA,26,Other
NPI8889915202,Jennifer,White,Oncology,OH,27,Other
NPI9211041363,Lisa,Taylor,General Surgery,PA,9,Other
NPI3561067623,Priya,Patel,General Surgery,AZ,2,Other
NPI2980914154,Carlos,Thomas,General Surgery,IL,16,Top 50
NPI4832799023,David,Williams,Oncology,WA,8,Other
NPI5079874320,Elena,Murphy,Dermatology,AZ,13,Top 20
NPI1050394949,Joseph,Taylor,Internal Medicine,MD,13,Other
NPI8013278012,Susan,Martin,Family Medicine,GA,31,Top 50
NPI9970003342,Robert,Nguyen,Internal Medicine,WI,13,Top 50
NPI5758217830,Barbara,Williams,Oncology,NC,6,Top 20
NPI4494328254,Michelle,Kim,Family Medicine,AZ,38,Other
NPI4534767038,Priya,Anderson,Internal Medicine,AZ,2,Other
NPI1864694189,Priya,Martin,General Surgery,IN,8,Top 50
NPI3395456365,Raj,Hernandez,Family Medicine,MI,14,Top 50
NPI5519195097,William,Chen,Family Medicine,TN,3,Top 50
NPI4886632009,Lisa,Garcia,Internal Medicine,GA,36,Top 50
NPI5905312711,Susan,Brown,Oncology,MI,14,Other
NPI8641590836,Elena,Thomas,Family Medicine,MI,31,Top 20
NPI3027180724,Richard,Brown,Family Medicine,MA,6,Other
NPI1248977628,Elena,Davis,Internal Medicine,WA,21,Other
NPI1344029007,Ahmed,White,General Surgery,TX,5,Top 20
NPI2207519247,Fatima,Wang,Pulmonology,IN,10,Other
NPI6134346862,Anita,Patel,Endocrinology,TN,16,Other
NPI8273663289,Fatima,Martinez,Neurology,FL,34,Other
NPI8981253452,Barbara,Wang,Gastroenterology,WI,12,Other
NPI6716018817,Sarah,Thomas,Emergency Medicine,AZ,30,Top 20
NPI4628289271,Joseph,Garcia,Psychiatry,TX,4,Top 20
NPI2390632373,Mary,Nguyen,Gastroenterology,MI,10,Other
NPI4612765054,Karen,Jackson,Gastroenterology,IN,24,Top 50
NPI3991736204,Jessica,Taylor,General Surgery,IL,19,Other
NPI8830232926,Susan,White,Oncology,MD,20,Other
NPI5380474396,Patricia,Kim,Cardiology,NC,27,Other
NPI3035763099,Sarah,Miller,Cardiology,PA,4,Top 50
NPI3599209601,Karen,Brown,Oncology,GA,28,Top 50
NPI2228231480,Patricia,Jackson,Endocrinology,NJ,34,Other
NPI9267269040,Lisa,Johnson,Family Medicine,AZ,30,Top 50
NPI1453112616,Jennifer,White,Psychiatry,MD,12,Top 20
NPI1115616236,Robert,Hernandez,Rheumatology,NY,14,Other
NPI2646900401,Richard,Miller,Dermatology,WI,38,Other
NPI8297866160,Susan,Lee,Internal Medicine,NJ,31,Other
NPI5711201079,Anita,Taylor,Internal Medicine,FL,37,Other
NPI6632589585,John,Taylor,General Surgery,MD,36,Other
NPI4219585078,David,Miller,Dermatology,OH,17,Other
NPI1618101869,Ahmed,Patel,Emergency Medicine,WA,6,Other
NPI8705423461,Linda,O'Brien,Gastroenterology,AZ,9,Top 50
NPI2727048448,Michelle,Thompson,Gastroenterology,CA,12,Top 50
NPI1297532804,Ahmed,Davis,Family Medicine,PA,33,Top 50
NPI6154337222,Kevin,Singh,Family Medicine,AZ,11,Other
NPI1749602983,Kevin,Brown,Family Medicine,OH,15,Other
NPI1861856666,Patricia,Wilson,Psychiatry,CA,34,Other
NPI8203393282,Jessica,Johnson,Pulmonology,CA,7,Other
NPI5424486303,Ahmed,Singh,Family Medicine,IN,26,Other
NPI3173576069,James,Johnson,Rheumatology,NY,22,Other
NPI4137637809,Jessica,Martin,Family Medicine,FL,39,Other
NPI7563168808,Wei,Garcia,Internal Medicine,VA,20,Other
NPI1597187302,Fatima,Miller,Internal Medicine,FL,21,Top 20
NPI2048325543,Richard,Thompson,Cardiology,AZ,34,Other
NPI6546358314,Elena,Wang,Emergency Medicine,NJ,39,Other
NPI6462745609,Wei,Smith,Family Medicine,WA,29,Top 50
NPI9752159659,Mary,Jones,Dermatology,MI,28,Other
NPI4370945330,William,Wilson,Neurology,TN,35,Other
NPI1585698644,Kevin,Rodriguez,Internal Medicine,WA,39,Top 50
NPI5837836913,James,Johnson,Internal Medicine,NC,29,Other
NPI6745121305,Patricia,Garcia,General Surgery,CA,12,Top 50
NPI2256425071,David,Thomas,Family Medicine,IL,26,Other
NPI5975757761,Michelle,Martinez,Pulmonology,FL,10,Other
NPI2779904094,Priya,Johnson,Internal Medicine,CA,20,Top 20
NPI8602570520,Robert,Martin,Neurology,IL,18,Other
NPI8516453461,Susan,Thompson,General Surgery,PA,39,Top 50
NPI4866661863,Kevin,Garcia,Internal Medicine,TX,22,Top 50
NPI9700688713,Michael,Patel,Family Medicine,OH,38,Other
NPI9817964869,Karen,Johnson,Emergency Medicine,NJ,32,Top 20
NPI2163259800,Jessica,Kim,Family Medicine,NY,34,Other
NPI4309424243,Ahmed,Davis,Oncology,IL,7,Top 50
NPI6402893229,Ahmed,Miller,Oncology,CA,31,Top 50
NPI1763540286,Carlos,Garcia,Family Medicine,TX,10,Other
NPI4443899533,Patricia,Murphy,General Surgery,NY,23,Other
NPI3350548755,Jessica,Jackson,General Surgery,MI,19,Other
NPI9568451987,Wei,Patel,Family Medicine,AZ,11,Other
NPI4704272405,Richard,Miller,Dermatology,TN,39,Other
NPI7864037726,Wei,Johnson,Internal Medicine,WA,35,Top 50
NPI4480348271,Lisa,Johnson,Cardiology,WA,23,Top 20
NPI2186308633,Susan,Hernandez,Psychiatry,MD,1,Other
NPI8768363770,Patricia,Martinez,Emergency Medicine,IL,8,Top 20
NPI1003752252,Michelle,Chen,Cardiology,TN,9,Other
NPI1503467865,Carlos,Chen,Internal Medicine,MD,38,Other
NPI4279459652,Raj,Martinez,Endocrinology,VA,16,Other
NPI7182084298,William,Hernandez,General Surgery,IN,2,Other
NPI4075338657,Barbara,Taylor,Internal Medicine,FL,23,Other
NPI1596815358,Barbara,Patel,Family Medicine,MO,38,Top 20
NPI3860560303,James,Thompson,General Surgery,VA,22,Other
NPI3204827730,Jennifer,White,Family Medicine,PA,18,Other
NPI1048778198,Barbara,Johnson,Internal Medicine,TX,7,Top 50
NPI5813217218,Michelle,Anderson,Internal Medicine,MA,35,Other
NPI2049813232,Michael,Clark,Family Medicine,NC,5,Other
NPI3587466598,Sarah,Anderson,Oncology,OH,37,Top 50
NPI6770708471,Thomas,Garcia,Dermatology,GA,9,Other
NPI7526041198,David,Garcia,Neurology,WI,6,Other
NPI3371100641,Anita,Smith,Orthopedic Surgery,NC,14,Top 20
NPI3962743039,John,Chen,Emergency Medicine,TX,1,Other
NPI3222183142,Raj,Smith,Family Medicine,IL,1,Top 50
NPI9611997401,Ahmed,Lee,Family Medicine,FL,8,Top 20
NPI2714677542,Barbara,Taylor,Pulmonology,AZ,28,Top 50
NPI2648625432,Fatima,Williams,Family Medicine,IN,32,Other
NPI5005317662,Richard,Murphy,Orthopedic Surgery,IN,10,Top 50
NPI2703757232,Michelle,Nguyen,General Surgery,WA,26,Top 50
NPI2410376106,Mary,Wang,Internal Medicine,TN,14,Other
NPI1862915839,James,Rodriguez,Oncology,NC,17,Other
NPI6761541232,Thomas,O'Brien,Internal Medicine,WA,14,Top 50
NPI6508740293,Anita,Kim,Internal Medicine,FL,35,Top 50
NPI6851466026,Mary,Martin,Oncology,NJ,20,Other
NPI7959700071,Fatima,Patel,Family Medicine,VA,20,Other
NPI3937222114,Kevin,Hernandez,General Surgery,CA,34,Other
NPI9265813601,Joseph,Garcia,Gastroenterology,NJ,26,Top 20
NPI7598841498,Raj,Taylor,General Surgery,MA,6,Other
NPI8242377296,Ahmed,Moore,Family Medicine,GA,8,Other
NPI7488659473,Michael,Johnson,Family Medicine,NJ,14,Top 50
NPI4226100808,Elena,Singh,Family Medicine,IL,4,Top 50
NPI3547292392,Wei,O'Brien,Internal Medicine,IL,27,Top 50
NPI4802653625,James,Thomas,Pulmonology,FL,20,Top 50
NPI1873273244,Karen,Moore,Family Medicine,OH,2,Top 50
NPI5061524513,Lisa,Singh,Internal Medicine,IN,16,Other
NPI1388268847,Carlos,Hernandez,Dermatology,MD,33,Other
NPI1035513640,Fatima,Patel,Family Medicine,WA,36,Other
NPI9383490454,Joseph,Jackson,Cardiology,WA,38,Top 50
NPI7204031744,William,Wilson,Internal Medicine,WA,36,Other
NPI6056622523,Jennifer,Chen,Neurology,MI,24,Other
NPI4069918354,John,Garcia,General Surgery,NC,37,Other
NPI6134842131,Lisa,Miller,Internal Medicine,WA,38,Other
NPI9024181986,Kevin,Patel,Pulmonology,TN,25,Other
NPI6871421204,John,Kim,Dermatology,NC,17,Top 50
NPI6422337980,Priya,Rodriguez,Dermatology,VA,38,Other
NPI5141840526,Karen,Kim,Internal Medicine,MI,17,Other
NPI4111273275,Jennifer,Smith,Cardiology,IL,7,Other
NPI7286924024,Michael,Singh,Gastroenterology,IL,5,Other
NPI9828828468,William,Thomas,Family Medicine,TX,23,Other
NPI4822819241,Wei,Smith,Psychiatry,NC,2,Other
NPI4529846835,William,Lee,General Surgery,MA,5,Top 50
NPI4853021250,Carlos,Garcia,Internal Medicine,AZ,10,Top 50
NPI4829895712,Susan,Thomas,General Surgery,WI,21,Other
NPI9915622959,Patricia,Moore,Pulmonology,CA,19,Other
NPI7361004316,John,Williams,Orthopedic Surgery,TN,20,Other
NPI4232660042,Richard,Singh,Oncology,TN,20,Top 50
NPI4343521364,Richard,Jackson,Gastroenterology,NC,39,Other
NPI4877172322,Ahmed,Rodriguez,Rheumatology,IL,9,Top 20
NPI1330409688,Joseph,Hernandez,Orthopedic Surgery,GA,19,Top 50
NPI5750347617,Robert,Lee,Dermatology,AZ,24,Top 50
NPI8302428562,Michael,Wang,General Surgery,MO,11,Top 20
NPI6945110138,Thomas,Miller,Family Medicine,WA,8,Other
NPI2785787620,David,O'Brien,Internal Medicine,NJ,2,Top 50
NPI7552308171,Wei,Garcia,Internal Medicine,AZ,13,Top 50
NPI7475127456,Anita,Clark,Endocrinology,TX,10,Other
NPI3362852940,David,White,Endocrinology,WA,8,Top 50
NPI6605871911,Thomas,Jackson,Psychiatry,CA,11,Top 50
NPI6498541297,Carlos,Miller,Family Medicine,WI,28,Top 50
NPI8558088613,Michael,Lee,General Surgery,MO,33,Top 20
NPI2224650806,Sarah,Martin,Pulmonology,NJ,21,Other
NPI2753546540,Barbara,Clark,Family Medicine,GA,3,Top 20
NPI5373725533,Charles,Singh,Orthopedic Surgery,MA,29,Top 50
NPI1397306339,Ahmed,Moore,Neurology,WA,6,Top 50
NPI4740347777,Robert,Taylor,Endocrinology,MA,3,Top 50
NPI8093971377,Jennifer,Taylor,Internal Medicine,NJ,23,Top 50
NPI2338429545,James,Taylor,General Surgery,PA,17,Top 50
